id,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
35860,60.0,10.0,5.0,7.0,155.0,886.09,0.04,22.31,39.17,19064.84,0.3,1059.16,43,7,9,1,20.0,29.0,97.0,62.0,19.0,False
35861,41.0,7.0,6.0,2.0,99.0,533.62,0.06,17.94,27.16,10105.41,0.18,561.41,24,4,10,0,17.0,19.0,56.0,43.0,13.0,True
35862,17.0,3.0,1.0,1.0,57.0,271.03,0.08,13.33,20.34,3204.9,0.09,178.05,12,1,3,0,15.0,14.0,37.0,20.0,5.0,False
35863,7.0,3.0,1.0,2.0,25.0,97.67,0.16,6.25,13.11,502.92,0.03,27.94,5,0,0,0,10.0,6.0,18.0,7.0,5.0,False
35864,6.0,1.0,1.0,1.0,14.0,44.38,0.17,5.83,8.89,258.3,0.01,14.35,3,0,1,0,7.0,3.0,10.0,4.0,1.0,False
35865,9.0,3.0,1.0,2.0,20.0,80.0,0.17,5.83,13.71,466.67,0.03,25.93,6,0,1,0,10.0,6.0,13.0,7.0,5.0,False
35866,7.0,2.0,1.0,2.0,17.0,64.73,0.19,5.4,11.99,349.52,0.02,19.42,5,0,0,0,8.0,5.0,10.0,9.0,3.0,False
35867,15.0,2.0,1.0,2.0,27.0,110.36,0.16,6.22,17.57,807.02,0.04,44.83,12,0,2,0,7.0,9.0,14.0,13.0,3.0,False
35868,16.0,2.0,1.0,2.0,38.0,166.91,0.12,8.67,19.09,1446.54,0.06,80.36,12,0,2,0,12.0,9.0,25.0,13.0,3.0,False
35869,40.0,3.0,1.0,2.0,76.0,361.37,0.05,20.0,17.59,7227.43,0.12,401.52,26,0,6,0,15.0,12.0,47.0,29.0,5.0,False
35870,96.0,20.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,39.0,True
35871,101.0,12.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
35872,7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4,0,1,0,9.0,8.0,10.0,10.0,3.0,False
35873,72.0,4.0,1.0,4.0,283.0,1650.71,0.04,22.31,73.47,46222.9,0.55,2567.94,48,8,17,0,17.0,48.0,175.0,108.0,7.0,False
35874,6.0,2.0,1.0,1.0,31.0,111.13,0.16,6.3,17.64,700.14,0.04,38.9,4,0,0,0,7.0,5.0,22.0,9.0,3.0,False
35875,237.0,17.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,False
35876,15.0,1.0,1.0,1.0,33.0,137.61,0.22,4.5,33.6,588.59,0.05,32.7,7,4,4,0,7.0,14.0,19.0,14.0,1.0,False
35877,34.0,11.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
35878,34.0,3.0,1.0,3.0,112.0,544.36,0.07,14.5,35.81,7106.69,0.18,394.09,27,0,5,0,10.0,14.0,70.0,42.0,5.0,False
35879,24.0,6.0,3.0,4.0,68.0,326.9,0.08,13.14,24.04,4323.1,0.11,240.17,20,0,2,0,13.0,14.0,42.0,26.0,11.0,False
35880,89.0,8.0,8.0,8.0,223.0,1231.75,0.04,23.71,51.95,29204.5,0.41,1622.47,61,16,13,0,19.0,31.0,125.0,98.0,15.0,True
35881,15.0,3.0,1.0,2.0,24.0,98.1,0.12,8.25,11.89,809.32,0.03,44.96,8,1,4,0,11.0,6.0,15.0,9.0,5.0,False
35882,177.0,35.0,18.0,9.0,422.0,2772.48,0.02,42.37,64.89,137887.36,0.92,7647.22,101,24,16,0,26.0,64.0,250.0,162.0,69.0,True
35883,38.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
35884,31.0,2.0,1.0,2.0,104.0,533.83,0.09,11.72,49.1,9877.43,0.18,548.75,24,0,5,0,10.0,22.0,65.0,47.0,3.0,False
35885,17.0,5.0,1.0,3.0,28.0,99.91,0.11,9.9,11.99,829.81,0.03,46.1,13,1,1,1,9.0,5.0,17.0,11.0,9.0,False
35886,11.0,2.0,1.0,2.0,22.0,85.95,0.15,6.67,15.63,642.38,0.03,35.69,9,0,0,0,8.0,6.0,15.0,11.0,3.0,False
35887,24.0,3.0,1.0,1.0,58.0,262.37,0.06,16.14,15.93,4346.47,0.09,241.47,13,0,7,0,12.0,7.0,39.0,19.0,5.0,False
35888,28.0,6.0,5.0,6.0,58.0,284.6,0.07,15.0,18.93,4131.68,0.09,229.54,23,0,3,0,15.0,10.0,38.0,20.0,11.0,False
35889,39.0,9.0,6.0,6.0,126.0,656.58,0.05,20.24,33.73,13488.42,0.22,749.36,34,0,5,0,20.0,22.0,73.0,47.0,17.0,True
35890,6.0,1.0,1.0,1.0,22.0,81.41,0.5,2.0,38.07,152.36,0.03,8.46,3,0,0,0,4.0,10.0,13.0,9.0,1.0,False
35891,26.0,3.0,1.0,3.0,62.0,276.48,0.08,12.46,21.09,3142.03,0.09,174.56,19,0,5,0,13.0,12.0,39.0,23.0,5.0,True
35892,45.0,8.0,1.0,6.0,103.0,551.83,0.04,26.06,21.08,14449.08,0.18,802.73,39,0,4,0,19.0,16.0,56.0,47.0,15.0,False
35893,208.0,15.0,8.0,4.0,441.0,2869.94,0.02,54.57,48.51,126970.96,0.96,7087.02,107,60,34,0,20.0,43.0,263.0,224.0,29.0,False
35894,37.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
35895,44.0,3.0,1.0,3.0,143.0,765.1,0.05,20.24,39.81,15171.91,0.26,842.88,38,0,4,0,16.0,25.0,89.0,54.0,5.0,False
35896,19.0,2.0,1.0,2.0,34.0,157.89,0.12,8.55,17.99,1188.62,0.05,66.03,13,0,4,0,9.0,10.0,17.0,17.0,3.0,True
35897,32.0,4.0,1.0,2.0,104.0,463.01,0.05,19.5,23.88,9664.42,0.15,536.68,16,10,2,0,13.0,13.0,59.0,45.0,7.0,False
35898,12.0,2.0,1.0,2.0,23.0,85.11,0.21,4.71,18.24,397.18,0.03,22.07,8,0,2,0,6.0,7.0,13.0,10.0,3.0,False
35899,36.0,6.0,1.0,2.0,57.0,271.03,0.08,12.31,20.24,3421.23,0.09,190.07,30,0,6,0,16.0,13.0,37.0,20.0,11.0,False
35900,26.0,4.0,1.0,4.0,94.0,474.17,0.07,15.17,31.78,7698.49,0.16,427.69,19,2,3,0,14.0,18.0,52.0,40.0,7.0,False
35901,43.0,6.0,1.0,4.0,108.0,533.62,0.06,16.0,35.08,8762.52,0.18,486.81,31,6,4,0,16.0,22.0,70.0,38.0,11.0,True
35902,74.0,11.0,7.0,5.0,252.0,1507.78,0.02,40.87,33.18,62586.87,0.5,3477.05,47,11,9,0,26.0,31.0,158.0,94.0,21.0,True
35903,24.0,1.0,1.0,1.0,62.0,272.32,0.09,11.79,23.88,3503.71,0.09,194.49,19,0,2,0,13.0,14.0,38.0,24.0,1.0,True
35904,12.0,2.0,1.0,2.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,8,0,2,0,7.0,7.0,11.0,8.0,3.0,False
35905,15.0,2.0,1.0,1.0,24.0,100.08,0.18,5.5,18.35,556.09,0.03,30.89,8,4,1,0,8.0,8.0,13.0,11.0,3.0,False
35906,9.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,6,0,1,0,9.0,7.0,10.0,10.0,3.0,False
35907,9.0,2.0,1.0,1.0,20.0,71.7,0.16,6.3,11.38,451.71,0.02,25.09,6,0,1,0,7.0,5.0,10.0,7.0,3.0,False
35908,7.0,1.0,1.0,1.0,16.0,59.21,0.24,4.08,14.5,241.76,0.02,13.43,4,0,1,0,7.0,4.0,9.0,7.0,1.0,False
35909,25.0,8.0,1.0,6.0,133.0,697.97,0.07,13.89,50.09,9661.24,0.23,536.74,19,0,4,0,15.0,27.0,82.0,51.0,15.0,False
35910,8.0,1.0,1.0,1.0,24.0,93.77,0.5,2.0,52.74,250.04,0.03,13.89,4,0,2,0,4.0,9.0,15.0,9.0,1.0,False
35911,14.0,2.0,1.0,1.0,24.0,96.0,0.17,5.83,19.81,560.0,0.03,31.11,10,0,0,0,10.0,6.0,17.0,7.0,3.0,False
35912,41.0,5.0,1.0,3.0,163.0,867.71,0.04,24.5,36.98,22384.84,0.29,1243.6,31,0,8,0,18.0,24.0,87.0,72.0,9.0,False
35913,18.0,1.0,1.0,1.0,45.0,191.82,0.08,11.79,16.28,2260.7,0.06,125.59,15,1,1,0,11.0,7.0,30.0,15.0,1.0,False
35914,223.0,37.0,25.0,17.0,1095.0,6768.29,0.02,58.89,112.18,440084.36,2.26,24449.13,189,10,15,0,27.0,83.0,632.0,425.0,73.0,False
35915,82.0,14.0,8.0,7.0,294.0,1650.71,0.02,50.0,36.0,77280.98,0.55,4293.39,58,0,10,0,23.0,33.0,198.0,96.0,27.0,True
35916,74.0,16.0,9.0,6.0,217.0,1425.11,0.03,33.97,41.12,45496.29,0.48,2527.57,65,0,7,0,25.0,38.0,132.0,91.0,31.0,True
35917,22.0,3.0,1.0,4.0,64.0,304.31,0.1,9.78,31.23,2894.17,0.1,160.79,18,0,2,0,10.0,16.0,36.0,28.0,5.0,False
35918,4.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,11.16,108.97,0.01,6.05,2,0,0,0,6.0,4.0,7.0,4.0,1.0,False
35919,15.0,4.0,1.0,2.0,45.0,189.99,0.1,10.29,20.49,2072.61,0.06,115.42,9,0,3,0,13.0,12.0,26.0,19.0,7.0,False
35920,17.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
35921,8.0,1.0,1.0,1.0,14.0,50.19,0.29,3.5,12.55,200.76,0.02,11.15,6,0,1,0,8.0,4.0,10.0,4.0,1.0,False
35922,10.0,4.0,4.0,3.0,29.0,123.19,0.1,10.0,13.71,1276.67,0.04,70.98,7,0,1,0,12.0,6.0,19.0,10.0,7.0,False
35923,32.0,1.0,1.0,1.0,57.0,257.47,0.13,7.53,36.48,2127.57,0.09,118.26,25,0,5,0,9.0,15.0,33.0,24.0,1.0,False
35924,14.0,2.0,1.0,2.0,22.0,81.41,0.17,6.0,13.96,594.0,0.03,33.0,8,1,2,0,8.0,4.0,13.0,9.0,3.0,False
35925,39.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
35926,14.0,1.0,1.0,1.0,26.0,114.2,0.12,8.57,12.37,980.99,0.04,54.5,9,0,3,0,12.0,7.0,18.0,8.0,1.0,False
35927,52.0,6.0,1.0,3.0,206.0,1272.0,0.05,21.72,48.73,24423.22,0.42,1357.29,42,0,4,0,22.0,38.0,107.0,83.0,11.0,False
35928,52.0,5.0,1.0,5.0,256.0,1432.97,0.02,43.19,35.66,71619.26,0.48,3978.85,48,1,1,0,22.0,28.0,154.0,106.0,9.0,False
35929,21.0,5.0,1.0,1.0,24.0,93.77,0.27,3.67,25.57,322.84,0.03,17.94,19,0,0,0,6.0,9.0,13.0,11.0,9.0,False
35930,82.0,11.0,7.0,4.0,205.0,1196.32,0.05,19.26,58.69,23292.68,0.4,1294.04,55,5,23,0,19.0,41.0,116.0,89.0,21.0,True
35931,78.0,7.0,1.0,7.0,140.0,794.14,0.05,18.57,42.04,17204.0,0.26,955.78,55,12,7,0,17.0,29.0,76.0,64.0,13.0,True
35932,74.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
35933,6.0,1.0,1.0,1.0,17.0,60.94,0.4,2.5,24.38,152.36,0.01,8.46,3,0,1,0,5.0,8.0,10.0,7.0,1.0,True
35934,206.0,22.0,10.0,11.0,593.0,3922.52,0.02,87.0,57.13,228045.0,1.31,12669.17,157,4,43,0,36.0,60.0,329.0,262.0,43.0,True
35935,77.0,10.0,8.0,4.0,397.0,2383.08,0.02,47.53,52.1,112701.06,0.79,6261.17,67,0,12,0,25.0,41.0,220.0,129.0,19.0,True
35936,47.0,8.0,6.0,2.0,108.0,479.27,0.04,25.67,18.15,12649.91,0.16,702.77,31,0,5,0,16.0,12.0,73.0,31.0,15.0,False
35937,35.0,5.0,1.0,4.0,77.0,377.83,0.06,17.0,21.0,6923.99,0.13,384.67,26,0,5,0,15.0,11.0,51.0,28.0,9.0,False
35938,5.0,1.0,1.0,1.0,15.0,53.77,0.29,3.5,14.34,175.77,0.02,9.77,3,0,0,0,6.0,6.0,9.0,7.0,1.0,False
35939,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6.0,5.0,8.0,4.0,1.0,True
35940,29.0,4.0,1.0,2.0,62.0,284.27,0.07,13.71,19.95,3857.44,0.09,214.3,24,0,3,0,16.0,14.0,36.0,26.0,7.0,True
35941,8.0,2.0,1.0,2.0,24.0,96.0,0.18,5.71,16.92,514.28,0.03,28.57,6,0,0,0,7.0,7.0,15.0,9.0,3.0,False
35942,16.0,2.0,1.0,2.0,23.0,92.0,0.17,5.79,14.31,509.14,0.03,28.29,13,0,1,0,9.0,7.0,13.0,10.0,3.0,False
35943,18.0,1.0,1.0,1.0,102.0,549.45,0.09,11.0,49.95,6043.91,0.18,335.77,15,1,1,0,10.0,23.0,52.0,46.0,1.0,False
35944,44.0,5.0,1.0,5.0,128.0,681.21,0.06,16.0,41.21,9796.28,0.23,544.09,36,0,8,0,12.0,23.0,72.0,56.0,9.0,False
35945,12.0,4.0,1.0,4.0,51.0,224.01,0.13,7.62,29.86,1678.42,0.07,93.25,8,0,2,0,9.0,13.0,26.0,22.0,7.0,False
35946,33.0,3.0,1.0,3.0,125.0,646.24,0.08,11.84,55.64,8011.33,0.22,445.11,22,1,8,0,13.0,23.0,74.0,51.0,5.0,False
35947,32.0,5.0,1.0,5.0,113.0,554.48,0.06,16.67,33.27,9241.31,0.18,513.4,25,0,1,0,12.0,18.0,64.0,40.0,6.0,False
35948,56.0,7.0,3.0,5.0,172.0,913.04,0.03,32.85,29.79,32322.63,0.3,1795.7,45,0,11,0,21.0,25.0,93.0,75.0,13.0,True
35949,117.0,15.0,1.0,9.0,377.0,2208.46,0.03,38.8,59.41,82100.95,0.74,4561.16,87,9,9,0,21.0,37.0,246.0,131.0,29.0,False
35950,43.0,17.0,16.0,7.0,244.0,1381.86,0.03,33.76,39.72,38988.89,0.46,2166.05,36,0,7,0,21.0,23.0,163.0,91.0,33.0,True
35951,11.0,2.0,1.0,2.0,35.0,153.73,0.14,7.33,20.12,1045.91,0.05,58.11,8,0,1,0,11.0,9.0,23.0,12.0,3.0,False
35952,23.0,4.0,4.0,1.0,57.0,267.19,0.05,21.0,11.08,5066.46,0.09,281.47,18,0,3,0,16.0,8.0,35.0,22.0,7.0,False
35953,35.0,2.0,1.0,2.0,82.0,407.27,0.12,8.27,49.11,3222.93,0.12,179.05,18,5,9,1,8.0,22.0,43.0,41.0,3.0,False
35954,17.0,3.0,1.0,2.0,62.0,306.05,0.07,13.5,21.84,4440.69,0.1,246.7,13,0,1,0,16.0,14.0,38.0,24.0,5.0,False
35955,21.0,2.0,1.0,2.0,54.0,225.18,0.13,7.62,32.29,1716.63,0.08,95.37,14,3,2,0,9.0,13.0,33.0,21.0,3.0,False
35956,21.0,3.0,1.0,3.0,71.0,355.0,0.1,10.5,34.29,3850.0,0.12,213.89,17,0,2,0,14.0,18.0,43.0,28.0,5.0,False
35957,61.0,10.0,1.0,5.0,386.0,1721.93,0.01,70.47,27.84,148252.29,0.57,8236.24,42,2,5,7,21.0,18.0,257.0,129.0,19.0,True
35958,16.0,1.0,1.0,1.0,51.0,227.43,0.23,4.38,57.39,1076.02,0.08,59.78,12,0,2,0,6.0,16.0,28.0,23.0,1.0,False
35959,13.0,3.0,1.0,2.0,41.0,167.59,0.12,8.18,19.86,1414.01,0.06,78.56,8,0,3,0,12.0,11.0,26.0,15.0,5.0,True
35960,33.0,5.0,4.0,3.0,98.0,489.75,0.06,17.85,26.32,7945.79,0.16,441.43,26,0,5,1,17.0,20.0,61.0,39.0,9.0,False
35961,16.0,3.0,3.0,2.0,40.0,172.88,0.09,11.0,15.56,1791.33,0.06,99.52,13,0,1,0,11.0,7.0,26.0,14.0,5.0,False
35962,15.0,3.0,1.0,2.0,45.0,203.56,0.1,9.75,20.88,1866.73,0.07,103.57,12,0,1,0,12.0,10.0,26.0,18.0,5.0,False
35963,54.0,9.0,4.0,8.0,185.0,1044.1,0.04,25.71,44.45,26742.14,0.35,1485.67,43,2,8,0,19.0,29.0,118.0,77.0,17.0,True
35964,10.0,3.0,1.0,3.0,30.0,122.62,0.13,7.88,13.33,785.02,0.04,43.61,7,0,1,0,9.0,8.0,12.0,14.0,5.0,False
35965,24.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
35966,9.0,1.0,1.0,1.0,22.0,78.87,0.27,3.67,22.08,300.83,0.03,16.71,5,0,2,0,6.0,7.0,14.0,7.0,1.0,False
35967,22.0,2.0,1.0,2.0,57.0,261.33,0.14,7.33,36.8,1996.51,0.09,110.92,16,0,4,0,12.0,18.0,33.0,22.0,3.0,False
35968,5.0,1.0,1.0,1.0,29.0,118.54,0.18,5.63,22.14,562.94,0.04,31.27,5,0,0,0,8.0,8.0,20.0,12.0,1.0,False
35969,46.0,4.0,1.0,3.0,120.0,638.63,0.05,19.33,33.37,12033.0,0.21,668.65,34,3,8,0,22.0,20.0,82.0,38.0,7.0,False
35970,211.0,28.0,11.0,22.0,651.0,3902.2,0.02,54.11,85.99,275056.01,1.3,15280.89,172,21,32,1,28.0,79.0,407.0,250.0,51.0,False
35971,10.0,2.0,1.0,2.0,27.0,108.0,0.2,5.0,21.6,528.0,0.04,29.33,7,0,1,0,8.0,8.0,17.0,10.0,3.0,False
35972,127.0,9.0,1.0,8.0,269.0,1434.0,0.03,29.36,48.71,50039.05,0.49,2779.95,100,0,18,0,21.0,38.0,145.0,136.0,17.0,True
35973,11.0,1.0,1.0,1.0,43.0,175.76,0.12,8.08,20.83,1500.25,0.06,83.35,8,0,1,0,10.0,8.0,28.0,15.0,1.0,False
35974,11.0,3.0,3.0,2.0,51.0,233.83,0.1,10.08,27.8,2348.96,0.09,130.5,8,0,1,0,13.0,12.0,33.0,18.0,5.0,False
35975,31.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
35976,14.0,1.0,1.0,1.0,35.0,161.42,0.47,2.13,57.39,386.27,0.05,21.46,9,1,3,0,4.0,16.0,19.0,16.0,1.0,True
35977,34.0,3.0,1.0,3.0,98.0,530.04,0.06,17.33,31.61,9185.7,0.18,510.32,25,0,5,0,18.0,21.0,62.0,42.0,5.0,False
35978,70.0,25.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,49.0,False
35979,95.0,15.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,29.0,True
35980,47.0,4.0,1.0,3.0,104.0,533.45,0.05,21.72,26.89,11490.16,0.18,638.34,36,0,8,0,18.0,18.0,59.0,45.0,7.0,False
35981,85.0,7.0,6.0,7.0,277.0,1714.58,0.03,32.64,52.53,55961.02,0.57,3108.95,69,14,14,0,21.0,47.0,161.0,118.0,13.0,False
35982,7.0,2.0,1.0,2.0,13.0,41.21,0.28,3.6,11.86,145.3,0.01,8.07,5,0,0,0,6.0,4.0,8.0,5.0,3.0,False
35983,31.0,3.0,3.0,2.0,76.0,376.52,0.07,14.4,29.38,5425.31,0.13,301.41,24,1,5,0,16.0,15.0,48.0,27.0,5.0,False
35984,38.0,5.0,1.0,5.0,126.0,665.98,0.06,15.83,41.25,15018.77,0.22,834.38,30,0,8,0,14.0,23.0,70.0,56.0,9.0,True
35985,8.0,1.0,1.0,1.0,12.0,28.07,0.38,2.67,10.53,74.86,0.01,4.16,4,0,0,0,4.0,3.0,8.0,4.0,1.0,True
35986,34.0,6.0,1.0,3.0,87.0,442.61,0.06,16.63,28.04,6885.03,0.15,382.5,28,0,5,0,14.0,16.0,51.0,38.0,11.0,False
35987,93.0,7.0,1.0,6.0,312.0,2004.0,0.03,32.84,65.99,61570.81,0.67,3420.6,74,2,15,0,23.0,47.0,182.0,130.0,13.0,True
35988,12.0,1.0,1.0,1.0,23.0,89.86,0.44,2.29,35.95,219.3,0.03,12.18,7,0,3,0,4.0,7.0,11.0,10.0,1.0,False
35989,8.0,2.0,1.0,1.0,16.0,53.15,0.24,4.2,12.8,225.85,0.02,12.55,5,0,1,0,7.0,5.0,10.0,6.0,3.0,False
35990,18.0,3.0,1.0,1.0,43.0,188.87,0.08,12.0,15.08,2199.04,0.06,122.17,16,0,1,0,12.0,8.0,29.0,16.0,5.0,False
35991,50.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
35992,7.0,4.0,4.0,2.0,34.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,4,0,1,0,10.0,9.0,21.0,13.0,7.0,True
35993,8.0,1.0,1.0,1.0,15.0,49.83,0.28,3.6,14.24,186.81,0.02,10.33,4,0,2,0,6.0,5.0,10.0,5.0,1.0,False
35994,18.0,2.0,1.0,2.0,38.0,161.42,0.13,7.56,21.34,1220.75,0.05,67.82,11,0,5,0,8.0,8.0,27.0,11.0,3.0,False
35995,7.0,1.0,1.0,1.0,21.0,79.95,0.15,6.75,11.81,603.24,0.03,33.51,5,0,0,0,9.0,4.0,16.0,6.0,1.0,False
35996,45.0,4.0,7.0,4.0,156.0,786.93,0.06,17.43,45.15,13714.99,0.26,761.94,36,0,1,0,12.0,21.0,95.0,61.0,7.0,False
35997,17.0,4.0,3.0,2.0,33.0,144.95,0.07,14.0,10.35,2029.25,0.05,112.74,13,1,1,0,14.0,6.0,25.0,12.0,7.0,False
35998,12.0,2.0,1.0,1.0,26.0,98.99,0.19,5.33,18.56,527.95,0.03,29.33,8,0,2,0,8.0,6.0,17.0,8.0,3.0,False
35999,13.0,1.0,1.0,1.0,32.0,130.8,0.24,4.75,31.13,869.81,0.05,48.32,5,0,1,0,7.0,10.0,13.0,19.0,1.0,False
36000,36.0,6.0,6.0,4.0,146.0,777.0,0.06,16.0,50.34,13434.72,0.26,746.37,26,1,5,0,16.0,29.0,84.0,62.0,11.0,False
36001,122.0,15.0,1.0,15.0,286.0,1762.76,0.03,38.12,40.76,69470.02,0.59,3859.45,86,29,21,0,25.0,37.0,165.0,107.0,29.0,True
36002,12.0,2.0,1.0,2.0,23.0,89.86,0.23,4.38,19.93,571.1,0.03,31.73,10,0,0,0,7.0,8.0,13.0,10.0,3.0,False
36003,10.0,1.0,1.0,1.0,31.0,114.2,0.14,7.86,17.17,835.09,0.04,46.39,7,0,1,0,9.0,7.0,17.0,14.0,1.0,False
36004,34.0,3.0,1.0,3.0,80.0,392.55,0.11,8.82,43.07,3320.33,0.13,184.46,20,6,4,0,9.0,19.0,47.0,33.0,5.0,True
36005,11.0,1.0,1.0,1.0,24.0,96.0,0.22,4.5,21.33,432.0,0.03,24.0,5,1,2,1,8.0,8.0,15.0,11.0,1.0,False
36006,8.0,2.0,1.0,2.0,18.0,68.53,0.17,5.83,10.97,342.66,0.02,19.44,6,0,0,0,10.0,6.0,11.0,7.0,3.0,False
36007,153.0,19.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,True
36008,126.0,11.0,1.0,11.0,445.0,2816.58,0.02,47.53,56.03,112701.06,0.94,6261.17,113,1,17,0,22.0,39.0,256.0,189.0,16.0,True
36009,33.0,10.0,1.0,8.0,139.0,636.21,0.04,24.5,24.56,15171.91,0.21,842.88,26,0,5,2,16.0,18.0,84.0,55.0,19.0,False
36010,24.0,3.0,1.0,3.0,59.0,280.54,0.09,11.82,23.24,3142.03,0.09,174.56,12,7,1,0,10.0,11.0,31.0,28.0,5.0,False
36011,26.0,2.0,1.0,2.0,65.0,295.0,0.09,11.0,26.48,3264.3,0.1,181.35,18,3,3,0,12.0,16.0,39.0,28.0,3.0,False
36012,37.0,2.0,1.0,2.0,89.0,408.06,0.08,11.85,34.35,4934.45,0.14,274.78,17,3,3,0,13.0,15.0,52.0,31.0,3.0,False
36013,22.0,2.0,1.0,2.0,50.0,232.19,0.11,9.17,25.22,2300.12,0.08,127.78,17,0,5,0,15.0,12.0,33.0,15.0,3.0,False
36014,12.0,3.0,1.0,2.0,24.0,87.57,0.16,6.3,13.3,647.94,0.03,35.27,8,0,2,0,7.0,5.0,15.0,9.0,5.0,False
36015,24.0,2.0,1.0,2.0,70.0,346.79,0.1,9.58,33.95,3175.9,0.11,176.44,14,0,4,0,12.0,19.0,38.0,32.0,3.0,False
36016,41.0,11.0,10.0,9.0,135.0,723.96,0.04,26.0,27.29,19230.61,0.24,1068.37,31,6,3,0,20.0,23.0,79.0,56.0,21.0,False
36017,11.0,1.0,1.0,1.0,21.0,79.95,0.3,3.38,23.69,255.94,0.02,14.22,5,1,2,0,6.0,8.0,11.0,9.0,1.0,False
36018,28.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
36019,29.0,5.0,1.0,5.0,82.0,420.6,0.06,17.0,24.49,6854.64,0.14,380.81,24,0,3,0,17.0,15.0,54.0,28.0,9.0,False
36020,87.0,5.0,1.0,3.0,168.0,979.93,0.06,17.16,61.66,16181.61,0.33,898.31,71,0,6,0,14.0,34.0,87.0,81.0,9.0,False
36021,95.0,13.0,1.0,12.0,416.0,2297.8,0.02,40.19,52.56,113882.25,0.77,6326.79,78,0,17,10,24.0,49.0,206.0,146.0,20.0,False
36022,13.0,1.0,1.0,1.0,22.0,89.92,0.14,7.0,12.82,593.43,0.03,32.97,6,4,1,0,10.0,5.0,14.0,8.0,1.0,False
36023,27.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,19.0,0.0,0.0,0.0,11.0,True
36024,15.0,3.0,1.0,1.0,24.0,98.1,0.15,6.75,15.92,809.32,0.04,44.96,8,1,4,0,11.0,8.0,15.0,9.0,5.0,False
36025,95.0,10.0,1.0,3.0,212.0,1143.25,0.04,23.0,47.28,29310.66,0.38,1628.42,72,9,10,1,22.0,38.0,120.0,78.0,16.0,True
36026,20.0,2.0,1.0,2.0,43.0,185.84,0.11,9.0,21.34,1796.01,0.06,99.78,18,0,0,0,12.0,10.0,28.0,15.0,3.0,False
36027,56.0,5.0,1.0,5.0,145.0,781.89,0.06,16.72,44.17,13839.54,0.26,768.86,39,8,7,0,15.0,27.0,86.0,59.0,9.0,True
36028,56.0,7.0,5.0,4.0,128.0,733.17,0.04,25.97,28.9,17041.57,0.24,947.31,47,0,9,1,22.0,24.0,75.0,53.0,13.0,False
